++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
 Tue Jun 28 11:57:23 2016
 a 1.1 b -90 a 0.8 b -90 a 0.2 c 0.6 180 a 0.6 b -90 a 0.8 b -90 a 1.2 
++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
      length        time  angle(tem)  angle(ave)  angle(des)        C_PI   field dir temperature
        1.08       18.09      -71.57      -73.24      -90.00        0.00     -115.43       63.67
        1.08       18.14      -73.30      -72.87      -90.00        0.00     -115.69       63.67
        1.08       18.19      -74.05      -73.68      -90.00        0.00     -115.80       63.67
        1.08       18.24      -74.05      -73.43      -90.00        0.00     -115.98       63.67
        1.08       18.29      -71.57      -73.29      -90.00        0.00     -116.16       63.93
        1.08       18.34      -74.05      -73.91      -90.00        0.00     -116.27       63.93
        1.08       18.39      -74.05      -74.05      -90.00        0.00     -116.42       63.88
        1.08       18.44      -71.57      -73.43      -90.00        0.00     -116.53       63.88
        1.08       18.49      -74.05      -73.43      -90.00        0.00     -116.74       63.80
        1.08       18.54      -74.74      -74.23      -90.00        0.00     -116.89       63.80
        1.08       18.59      -75.96      -74.70      -90.00        0.00     -116.95       64.01
        1.08       18.64      -75.96      -75.49      -90.00        0.00     -117.03       64.01
        1.08       18.69      -74.05      -75.01      -90.00        0.00     -117.18       64.00
        1.08       18.74      -75.96      -74.53      -90.00        0.00     -117.37       64.00
        1.08       18.79      -74.05      -75.01      -90.00        0.00     -117.49       63.91
        1.08       18.84      -74.05      -75.01      -90.00        0.00     -117.66       63.91
        1.08       18.89      -75.96      -75.18      -90.00        0.00     -117.85       63.77
        1.08       18.94      -75.96      -75.18      -90.00        0.00     -117.93       63.77
        1.08       18.99      -75.96      -75.49      -90.00        0.00     -118.04       63.89
        1.08       19.04      -74.05      -75.49      -90.00        0.00     -118.22       63.89
        1.08       19.09      -75.96      -75.49      -90.00        0.00     -118.41       63.98
        1.08       19.14      -75.96      -75.96      -90.00        0.00     -118.51       63.98
        1.08       19.19      -74.74      -75.66      -90.00        0.00     -118.62       63.75
        1.08       19.24      -74.05      -75.18      -90.00        0.00     -118.78       63.75
        1.08       19.29      -75.96      -75.49      -90.00        0.00     -118.97       63.71
        1.08       19.34      -75.96      -75.96      -90.00        0.00     -119.09       63.71
        1.08       19.39      -75.96      -75.96      -90.00        0.00     -119.19       63.60
        1.08       19.44      -75.96      -75.96      -90.00        0.00     -119.33       63.60
        1.08       19.49      -75.96      -75.96      -90.00        0.00     -119.47       63.60
        1.08       19.54      -75.96      -75.96      -90.00        0.00     -119.61       63.60
        1.08       19.59      -75.96      -75.96      -90.00        0.00     -119.75       63.79
        1.08       19.64      -75.96      -75.96      -90.00        0.00     -119.92       63.79
        1.08       19.69      -75.96      -75.96      -90.00        0.00     -120.06       63.79
        1.08       19.74      -75.96      -75.96      -90.00        0.00     -120.18       63.79
        1.08       19.79      -75.96      -75.96      -90.00        0.00     -120.32       63.71
        1.08       19.84      -75.96      -75.96      -90.00        0.00     -120.46       63.71
        1.08       19.89      -75.96      -75.96      -90.00        0.00     -120.60       63.98
        1.08       19.94      -75.96      -75.96      -90.00        0.00     -120.74       63.98
        1.08       19.99      -75.96      -75.96      -90.00        0.00     -120.88       63.97
        1.08       20.04      -77.47      -76.72      -90.00        0.00     -121.02       63.97
        1.08       20.09      -75.96      -76.72      -90.00        0.00     -121.12       64.02
        1.08       20.14      -75.96      -75.96      -90.00        0.00     -121.26       64.02
        1.08       20.19      -75.96      -75.96      -90.00        0.00     -121.43       64.06
        1.08       20.24      -75.96      -75.96      -90.00        0.00     -121.57       64.06
        1.08       20.29      -75.96      -75.96      -90.00        0.00     -121.71       63.88
        1.08       20.34      -77.01      -76.22      -90.00        0.00     -121.83       63.88
        1.08       20.39      -75.96      -76.22      -90.00        0.00     -121.96       63.86
        1.08       20.44      -77.01      -76.22      -90.00        0.00     -122.10       63.86
        1.08       20.49      -75.96      -76.60      -90.00        0.00     -122.20       63.87
        1.08       20.54      -77.47      -76.72      -90.00        0.00     -122.32       63.87
        1.08       20.59      -78.69      -77.02      -90.00        0.00     -122.43       63.79
        1.08       20.64      -78.69      -77.33      -90.00        0.00     -122.54       63.79
        1.08       20.69      -78.69      -78.01      -90.00        0.00     -122.61       63.64
        1.08       20.74      -78.69      -78.01      -90.00        0.00     -122.73       63.64
        1.08       20.79      -78.69      -78.01      -90.00        0.00     -122.85       63.87
        1.08       20.84      -77.47      -78.08      -90.00        0.00     -122.96       63.87
        1.08       20.89      -78.69      -78.08      -90.00        0.00     -123.08       63.67
        1.08       20.94      -78.69      -78.39      -90.00        0.00     -123.18       63.67
        1.08       20.99      -78.69      -78.39      -90.00        0.00     -123.29       63.71
        1.08       21.04      -77.47      -78.39      -90.00        0.00     -123.41       63.71
        1.08       21.09      -78.69      -78.39      -90.00        0.00     -123.53       63.89
        1.08       21.14      -78.69      -78.69      -90.00        0.00     -123.62       63.89
        1.08       21.19      -77.47      -78.39      -90.00        0.00     -123.76       64.05
        1.08       21.24      -78.69      -78.39      -90.00        0.00     -123.87       64.05
        1.08       21.29      -78.69      -78.69      -90.00        0.00     -123.96       63.93
        1.08       21.34      -78.69      -78.69      -90.00        0.00     -124.07       63.93
        1.08       21.39      -78.69      -78.69      -90.00        0.00     -124.18       63.86
        1.08       21.44      -80.54      -79.15      -90.00        0.00     -124.26       63.86
        1.08       21.49      -78.69      -79.40      -90.00        0.00     -124.34       63.98
        1.08       21.54      -78.69      -78.94      -90.00        0.00     -124.44       63.98
        1.08       21.59      -79.70      -78.94      -90.00        0.00     -124.59       64.07
        1.08       21.64      -78.69      -78.94      -90.00        0.00     -124.68       64.07
        1.08       21.69      -78.69      -78.94      -90.00        0.00     -124.79       63.94
        1.08       21.74      -78.69      -78.94      -90.00        0.00     -124.89       63.94
        1.08       21.79      -78.69      -78.69      -90.00        0.00     -125.03       63.82
        1.08       21.84      -78.69      -78.94      -90.00        0.00     -125.12       63.82
        1.08       21.89      -78.69      -78.94      -90.00        0.00     -125.23       63.82
        1.08       21.94      -78.69      -78.69      -90.00        0.00     -125.36       63.82
        1.08       21.99      -80.54      -79.15      -90.00        0.00     -125.48       63.85
        1.08       22.04      -78.69      -79.15      -90.00        0.00     -125.51       63.85
        1.08       22.09      -78.69      -78.69      -90.00        0.00     -125.62       63.71
        1.08       22.14      -80.54      -79.40      -90.00        0.00     -125.76       63.71
        1.08       22.19      -80.54      -80.33      -90.00        0.00     -125.79       63.85
        1.08       22.24      -78.69      -80.08      -90.00        0.00     -125.85       63.85
        1.08       22.29      -78.69      -79.15      -90.00        0.00     -126.03       63.80
        1.08       22.34      -80.54      -79.61      -90.00        0.00     -126.17       63.80
        1.08       22.39      -80.54      -80.54      -90.00        0.00     -126.20       63.86
        1.08       22.44      -80.54      -80.54      -90.00        0.00     -126.25       63.86
        1.08       22.49      -80.54      -80.54      -90.00        0.00     -126.35       63.85
        1.08       22.54      -80.54      -80.72      -90.00        0.00     -126.44       63.85
        1.08       22.59      -80.54      -80.25      -90.00        0.00     -126.56       63.88
        1.08       22.64      -80.54      -80.08      -90.00        0.00     -126.67       63.88
        1.08       22.69      -78.69      -80.08      -90.00        0.00     -126.75       63.97
        1.08       22.74      -79.70      -79.87      -90.00        0.00     -126.89       63.97
        1.08       22.79      -80.54      -80.12      -90.00        0.00     -127.01       63.89
        1.08       22.84      -80.54      -80.33      -90.00        0.00     -127.05       63.89
        1.08       22.89      -81.87      -80.87      -90.00        0.00     -127.13       64.12
        1.08       22.94      -79.70      -80.66      -90.00        0.00     -127.20       64.12
        1.08       23.00      -80.54      -80.33      -90.00        0.00     -127.31       63.91
        1.08       23.05      -81.87      -80.87      -90.00        0.00     -127.43       63.91
        1.08       23.10      -80.54      -80.87      -90.00        0.00     -127.48       64.03
        1.08       23.15      -80.54      -80.72      -90.00        0.00     -127.54       64.03
        1.08       23.20      -80.54      -81.05      -90.00        0.00     -127.66       63.76
        1.08       23.25      -80.54      -80.87      -90.00        0.00     -127.78       63.76
        1.08       23.30      -80.54      -80.54      -90.00        0.00     -127.84       63.81
